TimeStamp,VehicleModel,SteeringAngle,AccelPedalRate,BrakePedalRate,Velocity,YawRate,RollRate,PitchRate,Latitude,Longitude,Height,Roll,Pitch,Yaw
37.5,IONIQ6,375,375,375,375,375,375,375,375,375,375,375,375,375
37.6,IONIQ6,376,376,376,376,376,376,376,376,376,376,376,376,376
37.7,IONIQ6,377,377,377,377,377,377,377,377,377,377,377,377,377
37.8,IONIQ6,378,378,378,378,378,378,378,378,378,378,378,378,378
37.9,IONIQ6,379,379,379,379,379,379,379,379,379,379,379,379,379
38,IONIQ6,380,380,380,380,380,380,380,380,380,380,380,380,380
38.1,IONIQ6,381,381,381,381,381,381,381,381,381,381,381,381,381
38.2,IONIQ6,382,382,382,382,382,382,382,382,382,382,382,382,382
38.3,IONIQ6,383,383,383,383,383,383,383,383,383,383,383,383,383
38.4,IONIQ6,384,384,384,384,384,384,384,384,384,384,384,384,384
38.5,IONIQ6,385,385,385,385,385,385,385,385,385,385,385,385,385
38.6,IONIQ6,386,386,386,386,386,386,386,386,386,386,386,386,386
38.7,IONIQ6,387,387,387,387,387,387,387,387,387,387,387,387,387
38.8,IONIQ6,388,388,388,388,388,388,388,388,388,388,388,388,388
38.9,IONIQ6,389,389,389,389,389,389,389,389,389,389,389,389,389
39,IONIQ6,390,390,390,390,390,390,390,390,390,390,390,390,390
39.1,IONIQ6,391,391,391,391,391,391,391,391,391,391,391,391,391
39.2,IONIQ6,392,392,392,392,392,392,392,392,392,392,392,392,392
39.3,IONIQ6,393,393,393,393,393,393,393,393,393,393,393,393,393
39.4,IONIQ6,394,394,394,394,394,394,394,394,394,394,394,394,394
39.5,IONIQ6,395,395,395,395,395,395,395,395,395,395,395,395,395
39.6,IONIQ6,396,396,396,396,396,396,396,396,396,396,396,396,396
39.7,IONIQ6,397,397,397,397,397,397,397,397,397,397,397,397,397
39.8,IONIQ6,398,398,398,398,398,398,398,398,398,398,398,398,398
39.9,IONIQ6,399,399,399,399,399,399,399,399,399,399,399,399,399
40,IONIQ6,400,400,400,400,400,400,400,400,400,400,400,400,400
40.1,IONIQ6,401,401,401,401,401,401,401,401,401,401,401,401,401
40.2,IONIQ6,402,402,402,402,402,402,402,402,402,402,402,402,402
40.3,IONIQ6,403,403,403,403,403,403,403,403,403,403,403,403,403
40.4,IONIQ6,404,404,404,404,404,404,404,404,404,404,404,404,404
40.5,IONIQ6,405,405,405,405,405,405,405,405,405,405,405,405,405
40.6,IONIQ6,406,406,406,406,406,406,406,406,406,406,406,406,406
40.7,IONIQ6,407,407,407,407,407,407,407,407,407,407,407,407,407
40.8,IONIQ6,408,408,408,408,408,408,408,408,408,408,408,408,408
40.9,IONIQ6,409,409,409,409,409,409,409,409,409,409,409,409,409
41,IONIQ6,410,410,410,410,410,410,410,410,410,410,410,410,410
41.1,IONIQ6,411,411,411,411,411,411,411,411,411,411,411,411,411
41.2,IONIQ6,412,412,412,412,412,412,412,412,412,412,412,412,412
41.3,IONIQ6,413,413,413,413,413,413,413,413,413,413,413,413,413
41.4,IONIQ6,414,414,414,414,414,414,414,414,414,414,414,414,414
41.5,IONIQ6,415,415,415,415,415,415,415,415,415,415,415,415,415
41.6,IONIQ6,416,416,416,416,416,416,416,416,416,416,416,416,416
41.7,IONIQ6,417,417,417,417,417,417,417,417,417,417,417,417,417
41.8,IONIQ6,418,418,418,418,418,418,418,418,418,418,418,418,418
41.9,IONIQ6,419,419,419,419,419,419,419,419,419,419,419,419,419
42,IONIQ6,420,420,420,420,420,420,420,420,420,420,420,420,420
42.1,IONIQ6,421,421,421,421,421,421,421,421,421,421,421,421,421
42.2,IONIQ6,422,422,422,422,422,422,422,422,422,422,422,422,422
42.3,IONIQ6,423,423,423,423,423,423,423,423,423,423,423,423,423
42.4,IONIQ6,424,424,424,424,424,424,424,424,424,424,424,424,424
42.5,IONIQ6,425,425,425,425,425,425,425,425,425,425,425,425,425
42.6,IONIQ6,426,426,426,426,426,426,426,426,426,426,426,426,426
42.7,IONIQ6,427,427,427,427,427,427,427,427,427,427,427,427,427
42.8,IONIQ6,428,428,428,428,428,428,428,428,428,428,428,428,428
42.9,IONIQ6,429,429,429,429,429,429,429,429,429,429,429,429,429
43,IONIQ6,430,430,430,430,430,430,430,430,430,430,430,430,430
43.1,IONIQ6,431,431,431,431,431,431,431,431,431,431,431,431,431
43.2,IONIQ6,432,432,432,432,432,432,432,432,432,432,432,432,432
43.3,IONIQ6,433,433,433,433,433,433,433,433,433,433,433,433,433
43.4,IONIQ6,434,434,434,434,434,434,434,434,434,434,434,434,434
43.5,IONIQ6,435,435,435,435,435,435,435,435,435,435,435,435,435
43.6,IONIQ6,436,436,436,436,436,436,436,436,436,436,436,436,436
43.7,IONIQ6,437,437,437,437,437,437,437,437,437,437,437,437,437
43.8,IONIQ6,438,438,438,438,438,438,438,438,438,438,438,438,438
43.9,IONIQ6,439,439,439,439,439,439,439,439,439,439,439,439,439
44,IONIQ6,440,440,440,440,440,440,440,440,440,440,440,440,440
44.1,IONIQ6,441,441,441,441,441,441,441,441,441,441,441,441,441
44.2,IONIQ6,442,442,442,442,442,442,442,442,442,442,442,442,442
44.3,IONIQ6,443,443,443,443,443,443,443,443,443,443,443,443,443
44.4,IONIQ6,444,444,444,444,444,444,444,444,444,444,444,444,444
44.5,IONIQ6,445,445,445,445,445,445,445,445,445,445,445,445,445
44.6,IONIQ6,446,446,446,446,446,446,446,446,446,446,446,446,446
44.7,IONIQ6,447,447,447,447,447,447,447,447,447,447,447,447,447
44.8,IONIQ6,448,448,448,448,448,448,448,448,448,448,448,448,448
44.9,IONIQ6,449,449,449,449,449,449,449,449,449,449,449,449,449
45,IONIQ6,450,450,450,450,450,450,450,450,450,450,450,450,450
45.1,IONIQ6,451,451,451,451,451,451,451,451,451,451,451,451,451
45.2,IONIQ6,452,452,452,452,452,452,452,452,452,452,452,452,452
45.3,IONIQ6,453,453,453,453,453,453,453,453,453,453,453,453,453
45.4,IONIQ6,454,454,454,454,454,454,454,454,454,454,454,454,454
45.5,IONIQ6,455,455,455,455,455,455,455,455,455,455,455,455,455
45.6,IONIQ6,456,456,456,456,456,456,456,456,456,456,456,456,456
45.7,IONIQ6,457,457,457,457,457,457,457,457,457,457,457,457,457
45.8,IONIQ6,458,458,458,458,458,458,458,458,458,458,458,458,458
45.9,IONIQ6,459,459,459,459,459,459,459,459,459,459,459,459,459
46,IONIQ6,460,460,460,460,460,460,460,460,460,460,460,460,460
46.1,IONIQ6,461,461,461,461,461,461,461,461,461,461,461,461,461
46.2,IONIQ6,462,462,462,462,462,462,462,462,462,462,462,462,462
46.3,IONIQ6,463,463,463,463,463,463,463,463,463,463,463,463,463
46.4,IONIQ6,464,464,464,464,464,464,464,464,464,464,464,464,464
46.5,IONIQ6,465,465,465,465,465,465,465,465,465,465,465,465,465
46.6,IONIQ6,466,466,466,466,466,466,466,466,466,466,466,466,466
46.7,IONIQ6,467,467,467,467,467,467,467,467,467,467,467,467,467
46.8,IONIQ6,468,468,468,468,468,468,468,468,468,468,468,468,468
46.9,IONIQ6,469,469,469,469,469,469,469,469,469,469,469,469,469
47,IONIQ6,470,470,470,470,470,470,470,470,470,470,470,470,470
47.1,IONIQ6,471,471,471,471,471,471,471,471,471,471,471,471,471
47.2,IONIQ6,472,472,472,472,472,472,472,472,472,472,472,472,472
47.3,IONIQ6,473,473,473,473,473,473,473,473,473,473,473,473,473
47.4,IONIQ6,474,474,474,474,474,474,474,474,474,474,474,474,474
47.5,IONIQ6,475,475,475,475,475,475,475,475,475,475,475,475,475
47.6,IONIQ6,476,476,476,476,476,476,476,476,476,476,476,476,476
47.7,IONIQ6,477,477,477,477,477,477,477,477,477,477,477,477,477
47.8,IONIQ6,478,478,478,478,478,478,478,478,478,478,478,478,478
47.9,IONIQ6,479,479,479,479,479,479,479,479,479,479,479,479,479
48,IONIQ6,480,480,480,480,480,480,480,480,480,480,480,480,480
48.1,IONIQ6,481,481,481,481,481,481,481,481,481,481,481,481,481
48.2,IONIQ6,482,482,482,482,482,482,482,482,482,482,482,482,482
48.3,IONIQ6,483,483,483,483,483,483,483,483,483,483,483,483,483
48.4,IONIQ6,484,484,484,484,484,484,484,484,484,484,484,484,484
48.5,IONIQ6,485,485,485,485,485,485,485,485,485,485,485,485,485
48.6,IONIQ6,486,486,486,486,486,486,486,486,486,486,486,486,486
48.7,IONIQ6,487,487,487,487,487,487,487,487,487,487,487,487,487
48.8,IONIQ6,488,488,488,488,488,488,488,488,488,488,488,488,488
48.9,IONIQ6,489,489,489,489,489,489,489,489,489,489,489,489,489
49,IONIQ6,490,490,490,490,490,490,490,490,490,490,490,490,490
49.1,IONIQ6,491,491,491,491,491,491,491,491,491,491,491,491,491
49.2,IONIQ6,492,492,492,492,492,492,492,492,492,492,492,492,492
49.3,IONIQ6,493,493,493,493,493,493,493,493,493,493,493,493,493
49.4,IONIQ6,494,494,494,494,494,494,494,494,494,494,494,494,494
49.5,IONIQ6,495,495,495,495,495,495,495,495,495,495,495,495,495
49.6,IONIQ6,496,496,496,496,496,496,496,496,496,496,496,496,496
49.7,IONIQ6,497,497,497,497,497,497,497,497,497,497,497,497,497
49.8,IONIQ6,498,498,498,498,498,498,498,498,498,498,498,498,498
49.9,IONIQ6,499,499,499,499,499,499,499,499,499,499,499,499,499
50,IONIQ6,500,500,500,500,500,500,500,500,500,500,500,500,500
50.1,IONIQ6,501,501,501,501,501,501,501,501,501,501,501,501,501
50.2,IONIQ6,502,502,502,502,502,502,502,502,502,502,502,502,502
50.3,IONIQ6,503,503,503,503,503,503,503,503,503,503,503,503,503
50.4,IONIQ6,504,504,504,504,504,504,504,504,504,504,504,504,504
50.5,IONIQ6,505,505,505,505,505,505,505,505,505,505,505,505,505
50.6,IONIQ6,506,506,506,506,506,506,506,506,506,506,506,506,506
50.7,IONIQ6,507,507,507,507,507,507,507,507,507,507,507,507,507
50.8,IONIQ6,508,508,508,508,508,508,508,508,508,508,508,508,508
50.9,IONIQ6,509,509,509,509,509,509,509,509,509,509,509,509,509
51,IONIQ6,510,510,510,510,510,510,510,510,510,510,510,510,510
51.1,IONIQ6,511,511,511,511,511,511,511,511,511,511,511,511,511
51.2,IONIQ6,512,512,512,512,512,512,512,512,512,512,512,512,512
51.3,IONIQ6,513,513,513,513,513,513,513,513,513,513,513,513,513
51.4,IONIQ6,514,514,514,514,514,514,514,514,514,514,514,514,514
51.5,IONIQ6,515,515,515,515,515,515,515,515,515,515,515,515,515
51.6,IONIQ6,516,516,516,516,516,516,516,516,516,516,516,516,516
51.7,IONIQ6,517,517,517,517,517,517,517,517,517,517,517,517,517
51.8,IONIQ6,518,518,518,518,518,518,518,518,518,518,518,518,518
51.9,IONIQ6,519,519,519,519,519,519,519,519,519,519,519,519,519
52,IONIQ6,520,520,520,520,520,520,520,520,520,520,520,520,520
52.1,IONIQ6,521,521,521,521,521,521,521,521,521,521,521,521,521
52.2,IONIQ6,522,522,522,522,522,522,522,522,522,522,522,522,522
52.3,IONIQ6,523,523,523,523,523,523,523,523,523,523,523,523,523
52.4,IONIQ6,524,524,524,524,524,524,524,524,524,524,524,524,524
52.5,IONIQ6,525,525,525,525,525,525,525,525,525,525,525,525,525
52.6,IONIQ6,526,526,526,526,526,526,526,526,526,526,526,526,526
52.7,IONIQ6,527,527,527,527,527,527,527,527,527,527,527,527,527
52.8,IONIQ6,528,528,528,528,528,528,528,528,528,528,528,528,528
52.9,IONIQ6,529,529,529,529,529,529,529,529,529,529,529,529,529
53,IONIQ6,530,530,530,530,530,530,530,530,530,530,530,530,530
53.1,IONIQ6,531,531,531,531,531,531,531,531,531,531,531,531,531
53.2,IONIQ6,532,532,532,532,532,532,532,532,532,532,532,532,532
53.3,IONIQ6,533,533,533,533,533,533,533,533,533,533,533,533,533
53.4,IONIQ6,534,534,534,534,534,534,534,534,534,534,534,534,534
53.5,IONIQ6,535,535,535,535,535,535,535,535,535,535,535,535,535
53.6,IONIQ6,536,536,536,536,536,536,536,536,536,536,536,536,536
53.7,IONIQ6,537,537,537,537,537,537,537,537,537,537,537,537,537
53.8,IONIQ6,538,538,538,538,538,538,538,538,538,538,538,538,538
53.9,IONIQ6,539,539,539,539,539,539,539,539,539,539,539,539,539
54,IONIQ6,540,540,540,540,540,540,540,540,540,540,540,540,540
54.1,IONIQ6,541,541,541,541,541,541,541,541,541,541,541,541,541
54.2,IONIQ6,542,542,542,542,542,542,542,542,542,542,542,542,542
54.3,IONIQ6,543,543,543,543,543,543,543,543,543,543,543,543,543
54.4,IONIQ6,544,544,544,544,544,544,544,544,544,544,544,544,544
54.5,IONIQ6,545,545,545,545,545,545,545,545,545,545,545,545,545
54.6,IONIQ6,546,546,546,546,546,546,546,546,546,546,546,546,546
54.7,IONIQ6,547,547,547,547,547,547,547,547,547,547,547,547,547
54.8,IONIQ6,548,548,548,548,548,548,548,548,548,548,548,548,548
54.9,IONIQ6,549,549,549,549,549,549,549,549,549,549,549,549,549
55,IONIQ6,550,550,550,550,550,550,550,550,550,550,550,550,550
55.1,IONIQ6,551,551,551,551,551,551,551,551,551,551,551,551,551
55.2,IONIQ6,552,552,552,552,552,552,552,552,552,552,552,552,552
55.3,IONIQ6,553,553,553,553,553,553,553,553,553,553,553,553,553
55.4,IONIQ6,554,554,554,554,554,554,554,554,554,554,554,554,554
55.5,IONIQ6,555,555,555,555,555,555,555,555,555,555,555,555,555
55.6,IONIQ6,556,556,556,556,556,556,556,556,556,556,556,556,556
55.7,IONIQ6,557,557,557,557,557,557,557,557,557,557,557,557,557
55.8,IONIQ6,558,558,558,558,558,558,558,558,558,558,558,558,558
55.9,IONIQ6,559,559,559,559,559,559,559,559,559,559,559,559,559
56,IONIQ6,560,560,560,560,560,560,560,560,560,560,560,560,560
56.1,IONIQ6,561,561,561,561,561,561,561,561,561,561,561,561,561
56.2,IONIQ6,562,562,562,562,562,562,562,562,562,562,562,562,562
56.3,IONIQ6,563,563,563,563,563,563,563,563,563,563,563,563,563
56.4,IONIQ6,564,564,564,564,564,564,564,564,564,564,564,564,564
56.5,IONIQ6,565,565,565,565,565,565,565,565,565,565,565,565,565
56.6,IONIQ6,566,566,566,566,566,566,566,566,566,566,566,566,566
56.7,IONIQ6,567,567,567,567,567,567,567,567,567,567,567,567,567
56.8,IONIQ6,568,568,568,568,568,568,568,568,568,568,568,568,568
56.9,IONIQ6,569,569,569,569,569,569,569,569,569,569,569,569,569
57,IONIQ6,570,570,570,570,570,570,570,570,570,570,570,570,570
57.1,IONIQ6,571,571,571,571,571,571,571,571,571,571,571,571,571
57.2,IONIQ6,572,572,572,572,572,572,572,572,572,572,572,572,572
57.3,IONIQ6,573,573,573,573,573,573,573,573,573,573,573,573,573
57.4,IONIQ6,574,574,574,574,574,574,574,574,574,574,574,574,574
57.5,IONIQ6,575,575,575,575,575,575,575,575,575,575,575,575,575
57.6,IONIQ6,576,576,576,576,576,576,576,576,576,576,576,576,576
57.7,IONIQ6,577,577,577,577,577,577,577,577,577,577,577,577,577
57.8,IONIQ6,578,578,578,578,578,578,578,578,578,578,578,578,578
57.9,IONIQ6,579,579,579,579,579,579,579,579,579,579,579,579,579
58,IONIQ6,580,580,580,580,580,580,580,580,580,580,580,580,580
58.1,IONIQ6,581,581,581,581,581,581,581,581,581,581,581,581,581
58.2,IONIQ6,582,582,582,582,582,582,582,582,582,582,582,582,582
58.3,IONIQ6,583,583,583,583,583,583,583,583,583,583,583,583,583
58.4,IONIQ6,584,584,584,584,584,584,584,584,584,584,584,584,584
58.5,IONIQ6,585,585,585,585,585,585,585,585,585,585,585,585,585
58.6,IONIQ6,586,586,586,586,586,586,586,586,586,586,586,586,586
58.7,IONIQ6,587,587,587,587,587,587,587,587,587,587,587,587,587
58.8,IONIQ6,588,588,588,588,588,588,588,588,588,588,588,588,588
58.9,IONIQ6,589,589,589,589,589,589,589,589,589,589,589,589,589
59,IONIQ6,590,590,590,590,590,590,590,590,590,590,590,590,590
59.1,IONIQ6,591,591,591,591,591,591,591,591,591,591,591,591,591
59.2,IONIQ6,592,592,592,592,592,592,592,592,592,592,592,592,592
59.3,IONIQ6,593,593,593,593,593,593,593,593,593,593,593,593,593
59.4,IONIQ6,594,594,594,594,594,594,594,594,594,594,594,594,594
59.5,IONIQ6,595,595,595,595,595,595,595,595,595,595,595,595,595
59.6,IONIQ6,596,596,596,596,596,596,596,596,596,596,596,596,596
59.7,IONIQ6,597,597,597,597,597,597,597,597,597,597,597,597,597
59.8,IONIQ6,598,598,598,598,598,598,598,598,598,598,598,598,598
59.9,IONIQ6,599,599,599,599,599,599,599,599,599,599,599,599,599
60,IONIQ6,600,600,600,600,600,600,600,600,600,600,600,600,600
60.1,IONIQ6,601,601,601,601,601,601,601,601,601,601,601,601,601
60.2,IONIQ6,602,602,602,602,602,602,602,602,602,602,602,602,602
60.3,IONIQ6,603,603,603,603,603,603,603,603,603,603,603,603,603
60.4,IONIQ6,604,604,604,604,604,604,604,604,604,604,604,604,604
60.5,IONIQ6,605,605,605,605,605,605,605,605,605,605,605,605,605
60.6,IONIQ6,606,606,606,606,606,606,606,606,606,606,606,606,606
60.7,IONIQ6,607,607,607,607,607,607,607,607,607,607,607,607,607
60.8,IONIQ6,608,608,608,608,608,608,608,608,608,608,608,608,608
60.9,IONIQ6,609,609,609,609,609,609,609,609,609,609,609,609,609
61,IONIQ6,610,610,610,610,610,610,610,610,610,610,610,610,610
61.1,IONIQ6,611,611,611,611,611,611,611,611,611,611,611,611,611
61.2,IONIQ6,612,612,612,612,612,612,612,612,612,612,612,612,612
61.3,IONIQ6,613,613,613,613,613,613,613,613,613,613,613,613,613
61.4,IONIQ6,614,614,614,614,614,614,614,614,614,614,614,614,614
61.5,IONIQ6,615,615,615,615,615,615,615,615,615,615,615,615,615
61.6,IONIQ6,616,616,616,616,616,616,616,616,616,616,616,616,616
61.7,IONIQ6,617,617,617,617,617,617,617,617,617,617,617,617,617
61.8,IONIQ6,618,618,618,618,618,618,618,618,618,618,618,618,618
61.9,IONIQ6,619,619,619,619,619,619,619,619,619,619,619,619,619
62,IONIQ6,620,620,620,620,620,620,620,620,620,620,620,620,620
62.1,IONIQ6,621,621,621,621,621,621,621,621,621,621,621,621,621
62.2,IONIQ6,622,622,622,622,622,622,622,622,622,622,622,622,622
62.3,IONIQ6,623,623,623,623,623,623,623,623,623,623,623,623,623
62.4,IONIQ6,624,624,624,624,624,624,624,624,624,624,624,624,624
62.5,IONIQ6,625,625,625,625,625,625,625,625,625,625,625,625,625
62.6,IONIQ6,626,626,626,626,626,626,626,626,626,626,626,626,626
62.7,IONIQ6,627,627,627,627,627,627,627,627,627,627,627,627,627
62.8,IONIQ6,628,628,628,628,628,628,628,628,628,628,628,628,628
62.9,IONIQ6,629,629,629,629,629,629,629,629,629,629,629,629,629
63,IONIQ6,630,630,630,630,630,630,630,630,630,630,630,630,630
63.1,IONIQ6,631,631,631,631,631,631,631,631,631,631,631,631,631
63.2,IONIQ6,632,632,632,632,632,632,632,632,632,632,632,632,632
63.3,IONIQ6,633,633,633,633,633,633,633,633,633,633,633,633,633
63.4,IONIQ6,634,634,634,634,634,634,634,634,634,634,634,634,634
63.5,IONIQ6,635,635,635,635,635,635,635,635,635,635,635,635,635
63.6,IONIQ6,636,636,636,636,636,636,636,636,636,636,636,636,636
63.7,IONIQ6,637,637,637,637,637,637,637,637,637,637,637,637,637
63.8,IONIQ6,638,638,638,638,638,638,638,638,638,638,638,638,638
63.9,IONIQ6,639,639,639,639,639,639,639,639,639,639,639,639,639
64,IONIQ6,640,640,640,640,640,640,640,640,640,640,640,640,640
64.1,IONIQ6,641,641,641,641,641,641,641,641,641,641,641,641,641
64.2,IONIQ6,642,642,642,642,642,642,642,642,642,642,642,642,642
64.3,IONIQ6,643,643,643,643,643,643,643,643,643,643,643,643,643
64.4,IONIQ6,644,644,644,644,644,644,644,644,644,644,644,644,644
64.5,IONIQ6,645,645,645,645,645,645,645,645,645,645,645,645,645
64.6,IONIQ6,646,646,646,646,646,646,646,646,646,646,646,646,646
64.7,IONIQ6,647,647,647,647,647,647,647,647,647,647,647,647,647
64.8,IONIQ6,648,648,648,648,648,648,648,648,648,648,648,648,648
64.9,IONIQ6,649,649,649,649,649,649,649,649,649,649,649,649,649
65,IONIQ6,650,650,650,650,650,650,650,650,650,650,650,650,650
65.1,IONIQ6,651,651,651,651,651,651,651,651,651,651,651,651,651
65.2,IONIQ6,652,652,652,652,652,652,652,652,652,652,652,652,652
65.3,IONIQ6,653,653,653,653,653,653,653,653,653,653,653,653,653
65.4,IONIQ6,654,654,654,654,654,654,654,654,654,654,654,654,654
65.5,IONIQ6,655,655,655,655,655,655,655,655,655,655,655,655,655
65.6,IONIQ6,656,656,656,656,656,656,656,656,656,656,656,656,656
65.7,IONIQ6,657,657,657,657,657,657,657,657,657,657,657,657,657
65.8,IONIQ6,658,658,658,658,658,658,658,658,658,658,658,658,658
65.9,IONIQ6,659,659,659,659,659,659,659,659,659,659,659,659,659
66,IONIQ6,660,660,660,660,660,660,660,660,660,660,660,660,660
66.1,IONIQ6,661,661,661,661,661,661,661,661,661,661,661,661,661
66.2,IONIQ6,662,662,662,662,662,662,662,662,662,662,662,662,662
66.3,IONIQ6,663,663,663,663,663,663,663,663,663,663,663,663,663
66.4,IONIQ6,664,664,664,664,664,664,664,664,664,664,664,664,664
66.5,IONIQ6,665,665,665,665,665,665,665,665,665,665,665,665,665
66.6,IONIQ6,666,666,666,666,666,666,666,666,666,666,666,666,666
66.7,IONIQ6,667,667,667,667,667,667,667,667,667,667,667,667,667
66.8,IONIQ6,668,668,668,668,668,668,668,668,668,668,668,668,668
66.9,IONIQ6,669,669,669,669,669,669,669,669,669,669,669,669,669
67,IONIQ6,670,670,670,670,670,670,670,670,670,670,670,670,670
67.1,IONIQ6,671,671,671,671,671,671,671,671,671,671,671,671,671
67.2,IONIQ6,672,672,672,672,672,672,672,672,672,672,672,672,672
67.3,IONIQ6,673,673,673,673,673,673,673,673,673,673,673,673,673
67.4,IONIQ6,674,674,674,674,674,674,674,674,674,674,674,674,674
67.5,IONIQ6,675,675,675,675,675,675,675,675,675,675,675,675,675
67.6,IONIQ6,676,676,676,676,676,676,676,676,676,676,676,676,676
67.7,IONIQ6,677,677,677,677,677,677,677,677,677,677,677,677,677
67.8,IONIQ6,678,678,678,678,678,678,678,678,678,678,678,678,678
67.9,IONIQ6,679,679,679,679,679,679,679,679,679,679,679,679,679
68,IONIQ6,680,680,680,680,680,680,680,680,680,680,680,680,680
68.1,IONIQ6,681,681,681,681,681,681,681,681,681,681,681,681,681
68.2,IONIQ6,682,682,682,682,682,682,682,682,682,682,682,682,682
68.3,IONIQ6,683,683,683,683,683,683,683,683,683,683,683,683,683
68.4,IONIQ6,684,684,684,684,684,684,684,684,684,684,684,684,684
68.5,IONIQ6,685,685,685,685,685,685,685,685,685,685,685,685,685
68.6,IONIQ6,686,686,686,686,686,686,686,686,686,686,686,686,686
68.7,IONIQ6,687,687,687,687,687,687,687,687,687,687,687,687,687
68.8,IONIQ6,688,688,688,688,688,688,688,688,688,688,688,688,688
68.9,IONIQ6,689,689,689,689,689,689,689,689,689,689,689,689,689
69,IONIQ6,690,690,690,690,690,690,690,690,690,690,690,690,690
69.1,IONIQ6,691,691,691,691,691,691,691,691,691,691,691,691,691
69.2,IONIQ6,692,692,692,692,692,692,692,692,692,692,692,692,692
69.3,IONIQ6,693,693,693,693,693,693,693,693,693,693,693,693,693
69.4,IONIQ6,694,694,694,694,694,694,694,694,694,694,694,694,694
69.5,IONIQ6,695,695,695,695,695,695,695,695,695,695,695,695,695
69.6,IONIQ6,696,696,696,696,696,696,696,696,696,696,696,696,696
69.7,IONIQ6,697,697,697,697,697,697,697,697,697,697,697,697,697
69.8,IONIQ6,698,698,698,698,698,698,698,698,698,698,698,698,698
69.9,IONIQ6,699,699,699,699,699,699,699,699,699,699,699,699,699
70,IONIQ6,700,700,700,700,700,700,700,700,700,700,700,700,700
70.1,IONIQ6,701,701,701,701,701,701,701,701,701,701,701,701,701
70.2,IONIQ6,702,702,702,702,702,702,702,702,702,702,702,702,702
70.3,IONIQ6,703,703,703,703,703,703,703,703,703,703,703,703,703
70.4,IONIQ6,704,704,704,704,704,704,704,704,704,704,704,704,704
70.5,IONIQ6,705,705,705,705,705,705,705,705,705,705,705,705,705
70.6,IONIQ6,706,706,706,706,706,706,706,706,706,706,706,706,706
70.7,IONIQ6,707,707,707,707,707,707,707,707,707,707,707,707,707
70.8,IONIQ6,708,708,708,708,708,708,708,708,708,708,708,708,708
70.9,IONIQ6,709,709,709,709,709,709,709,709,709,709,709,709,709
71,IONIQ6,710,710,710,710,710,710,710,710,710,710,710,710,710
71.1,IONIQ6,711,711,711,711,711,711,711,711,711,711,711,711,711
71.2,IONIQ6,712,712,712,712,712,712,712,712,712,712,712,712,712
71.3,IONIQ6,713,713,713,713,713,713,713,713,713,713,713,713,713
71.4,IONIQ6,714,714,714,714,714,714,714,714,714,714,714,714,714
71.5,IONIQ6,715,715,715,715,715,715,715,715,715,715,715,715,715
71.6,IONIQ6,716,716,716,716,716,716,716,716,716,716,716,716,716
71.7,IONIQ6,717,717,717,717,717,717,717,717,717,717,717,717,717
71.8,IONIQ6,718,718,718,718,718,718,718,718,718,718,718,718,718
71.9,IONIQ6,719,719,719,719,719,719,719,719,719,719,719,719,719
72,IONIQ6,720,720,720,720,720,720,720,720,720,720,720,720,720
72.1,IONIQ6,721,721,721,721,721,721,721,721,721,721,721,721,721
72.2,IONIQ6,722,722,722,722,722,722,722,722,722,722,722,722,722
72.3,IONIQ6,723,723,723,723,723,723,723,723,723,723,723,723,723
72.4,IONIQ6,724,724,724,724,724,724,724,724,724,724,724,724,724
72.5,IONIQ6,725,725,725,725,725,725,725,725,725,725,725,725,725
72.6,IONIQ6,726,726,726,726,726,726,726,726,726,726,726,726,726
72.7,IONIQ6,727,727,727,727,727,727,727,727,727,727,727,727,727
72.8,IONIQ6,728,728,728,728,728,728,728,728,728,728,728,728,728
72.9,IONIQ6,729,729,729,729,729,729,729,729,729,729,729,729,729
73,IONIQ6,730,730,730,730,730,730,730,730,730,730,730,730,730
73.1,IONIQ6,731,731,731,731,731,731,731,731,731,731,731,731,731
73.2,IONIQ6,732,732,732,732,732,732,732,732,732,732,732,732,732
73.3,IONIQ6,733,733,733,733,733,733,733,733,733,733,733,733,733
73.4,IONIQ6,734,734,734,734,734,734,734,734,734,734,734,734,734
73.5,IONIQ6,735,735,735,735,735,735,735,735,735,735,735,735,735
73.6,IONIQ6,736,736,736,736,736,736,736,736,736,736,736,736,736
73.7,IONIQ6,737,737,737,737,737,737,737,737,737,737,737,737,737
73.8,IONIQ6,738,738,738,738,738,738,738,738,738,738,738,738,738
73.9,IONIQ6,739,739,739,739,739,739,739,739,739,739,739,739,739
74,IONIQ6,740,740,740,740,740,740,740,740,740,740,740,740,740
74.1,IONIQ6,741,741,741,741,741,741,741,741,741,741,741,741,741
74.2,IONIQ6,742,742,742,742,742,742,742,742,742,742,742,742,742
74.3,IONIQ6,743,743,743,743,743,743,743,743,743,743,743,743,743
74.4,IONIQ6,744,744,744,744,744,744,744,744,744,744,744,744,744
74.5,IONIQ6,745,745,745,745,745,745,745,745,745,745,745,745,745
74.6,IONIQ6,746,746,746,746,746,746,746,746,746,746,746,746,746
74.7,IONIQ6,747,747,747,747,747,747,747,747,747,747,747,747,747
74.8,IONIQ6,748,748,748,748,748,748,748,748,748,748,748,748,748
74.9,IONIQ6,749,749,749,749,749,749,749,749,749,749,749,749,749
75,IONIQ6,750,750,750,750,750,750,750,750,750,750,750,750,750
75.1,IONIQ6,751,751,751,751,751,751,751,751,751,751,751,751,751
75.2,IONIQ6,752,752,752,752,752,752,752,752,752,752,752,752,752
